word,true_label,predicted_label,error_type,pos_tag,fgpos_tag,sentence
example,0,0,Correct,NOUN,NN,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
ways,1,1,Correct,NOUN,NNS,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
mm,0,0,Correct,PROPN,NNP,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
people,0,0,Correct,NOUN,NNS,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
used,0,0,Correct,VERB,VBN,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
look,0,0,Correct,VERB,VB,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
carry,0,1,False Positive,VERB,VB,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
talking,0,0,Correct,VERB,VBG,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
silly,0,1,False Positive,ADJ,JJ,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
old,0,1,False Positive,ADJ,JJ,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
bugger,0,1,False Positive,PROPN,NNP,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
know,0,0,Correct,VERB,VB,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
shut,0,1,False Positive,VERB,VB,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
Deirdre,0,0,Correct,PROPN,NNP,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
want,0,0,Correct,VERB,VB,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
much,0,0,Correct,ADV,RB,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
put,0,1,False Positive,VERB,VB,"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous ."
